gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocyte	dendritic_cell	endothelial_cell	malignant_cell	mast_cell	monocyte	mural_cell	natural_killer_cell	neuron	oligodendrocyte	radial_glial_cell
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC037A0554C	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC09DB9D20A	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03F728659	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E53A238E	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0ECDD1074	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC071163509	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC070BECDC9	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0592501EA	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0453131F6	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC00EAD4C47	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03760D980	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC042B580A3	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC04ABF0023	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0886D58EF	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E509A5C6	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC04FA882F7	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0AB5FBF10	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC06AD39F88	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C8B6ACF5	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0DC74CBE5	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC073A7317A	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC01C274A51	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0FCF853DB	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC050F64BB5	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0713C9654	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC01E6BE079	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC065DB6486	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E83A4B71	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0804EB2C0	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C841033A	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	0.0	0.009	0.667	0.013	0.022	0.013	1.12	0.338	0.032	0.024	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC00D0AFED0	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A6F94686	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC09C62F412	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC06A152CC0	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC03515B178	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0345262E7	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC03D0A4AD2	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC046604E76	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0C8B7BCBB	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC084C79E20	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D3C12C3F	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC00065C95C	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0681DB40E	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0F94B7D8F	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D5418330	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0B3564B15	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0C287AFC3	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC072376C7B	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0926FDACC	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC05640277E	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0B5CEA47D	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0CCCF9A7F	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0956F4A31	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0FDD31EAB	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BB68FB34	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC088A27EA5	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04251A46C	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0FA343CEF	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC044C2FDA4	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04D3AE2F6	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0F179D307	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D10396B4	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0B86B7CED	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0D5DDAD29	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC06EEEC092	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	0.021	0.003	0.181	0.054	0.005	0.003	0.044	0.002	0.0	0.133	0.07
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.043	0.002	0.019	0.082	0.01	0.001	0.069	0.004	0.126	0.004	0.008
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	0.043	0.002	0.019	0.082	0.01	0.001	0.069	0.004	0.126	0.004	0.008
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0E5A1BA8E	0.043	0.002	0.019	0.082	0.01	0.001	0.069	0.004	0.126	0.004	0.008
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0FA241084	0.043	0.002	0.019	0.082	0.01	0.001	0.069	0.004	0.126	0.004	0.008
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC00B50273B	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC09A33C92E	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0B2557C9D	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C2126F8E	0.0	0.272	0.016	0.015	0.111	0.17	0.246	0.298	0.0	0.018	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	0.073	0.1	0.437	0.057	0.029	0.205	0.182	0.037	0.0	0.026	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC03A4FA18B	0.073	0.1	0.437	0.057	0.029	0.205	0.182	0.037	0.0	0.026	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC02CB6F5A5	0.073	0.1	0.437	0.057	0.029	0.205	0.182	0.037	0.0	0.026	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC08F3F7DC6	0.073	0.1	0.437	0.057	0.029	0.205	0.182	0.037	0.0	0.026	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC0ABE9B7D2	0.073	0.1	0.437	0.057	0.029	0.205	0.182	0.037	0.0	0.026	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	0.177	0.022	0.581	0.091	0.003	0.06	0.118	0.031	0.032	0.052	0.008
ITGB1	P05556	True	ITB1_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	0.177	0.003	0.033	0.208	0.002	0.008	0.222	0.002	0.126	0.046	0.004
ITGB1	P05556	True	ITB1_HUMAN	integrin_a8b1_complex	CPI-SC04BC5B245	0.0	0.0	0.123	0.003	0.0	0.001	0.065	0.0	0.05	0.001	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a8b1_complex	CPI-SC09B2D1C63	0.0	0.0	0.123	0.003	0.0	0.001	0.065	0.0	0.05	0.001	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC069FF84F5	0.03	0.007	0.008	0.012	0.046	0.027	0.023	0.002	0.032	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC0EB9B5460	0.03	0.007	0.008	0.012	0.046	0.027	0.023	0.002	0.032	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC0B5F57CE1	0.03	0.007	0.008	0.012	0.046	0.027	0.023	0.002	0.032	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC061E89E41	0.03	0.007	0.008	0.012	0.046	0.027	0.023	0.002	0.032	0.004	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	0.177	0.091	0.217	0.33	0.074	0.335	0.694	0.034	0.032	0.352	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC0717E21B0	0.177	0.091	0.217	0.33	0.074	0.335	0.694	0.034	0.032	0.352	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC01D9AD677	0.177	0.091	0.217	0.33	0.074	0.335	0.694	0.034	0.032	0.352	0.006
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E03C13D1	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E4A99136	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0AA90A03B	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A7864078	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0756B421F	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B991F6B1	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC050CC3A3F	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC05590EDD3	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0DA063880	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC068FFC547	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0F1833AC0	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC030087D4F	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0CC8A2F79	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B4F620A6	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0B6D93CD4	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0BFDE14E9	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E9AA9087	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0A18569E5	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0AA500B63	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC076898564	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0EC720659	0.004	0.002	0.167	0.028	0.0	0.002	0.221	0.001	0.0	0.006	0.0
