gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AC-like	MES-like	NPC-like	OPC-like	macrophage	microglial_cell
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC0FE04B899	0.281	0.182	0.283	0.294	0.174	0.177
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0976EF8E9	1.241	1.308	1.33	1.348	1.014	1.086
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0EA880BEF	1.241	1.308	1.33	1.348	1.014	1.086
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC063B0B7DD	1.241	1.308	1.33	1.348	1.014	1.086
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0AC1EFC2A	1.241	1.308	1.33	1.348	1.014	1.086
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC02CD655EB	0.082	0.104	0.272	0.177	0.018	0.003
CALCRL	Q16602	True	CALRL_HUMAN	RAMP2_complex	CPI-SC01AD532CA	0.082	0.103	0.272	0.177	0.009	0.003
CALCRL	Q16602	True	CALRL_HUMAN	RAMP3_complex	CPI-SC063148F3A	0.013	0.016	0.001	0.006	0.001	0.001
CALCRL	Q16602	True	CALRL_HUMAN	RAMP3_complex	CPI-SC0C396EE2C	0.013	0.016	0.001	0.006	0.001	0.001
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC02CD655EB	0.082	0.104	0.272	0.177	0.018	0.003
RAMP2	O60895	True	RAMP2_HUMAN	RAMP2_complex	CPI-SC01AD532CA	0.082	0.103	0.272	0.177	0.009	0.003
RAMP3	O60896	True	RAMP3_HUMAN	RAMP3_complex	CPI-SC063148F3A	0.013	0.016	0.001	0.006	0.001	0.001
RAMP3	O60896	True	RAMP3_HUMAN	RAMP3_complex	CPI-SC0C396EE2C	0.013	0.016	0.001	0.006	0.001	0.001
GPER1	Q99527	True	GPER1_HUMAN	RAMP3_complex	CPI-SC063148F3A	0.013	0.016	0.001	0.006	0.001	0.001
GPER1	Q99527	True	GPER1_HUMAN	RAMP3_complex	CPI-SC0C396EE2C	0.013	0.016	0.001	0.006	0.001	0.001
RET	P07949	True	RET_HUMAN	RET_receptor_1	CPI-SC0BDF87EA3	0.013	0.008	0.003	0.013	0.001	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_1	CPI-SC08032972C	0.013	0.008	0.003	0.013	0.001	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_2	CPI-SC060C69786	0.014	0.005	0.003	0.002	0.001	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_3	CPI-SC03B346136	0.001	0.0	0.003	0.001	0.0	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET_receptor_1	CPI-SC0BDF87EA3	0.013	0.008	0.003	0.013	0.001	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET_receptor_1	CPI-SC08032972C	0.013	0.008	0.003	0.013	0.001	0.0
GFRA2	O00451	True	GFRA2_HUMAN	RET_receptor_2	CPI-SC060C69786	0.014	0.005	0.003	0.002	0.001	0.0
GFRA3	O60609	True	GFRA3_HUMAN	RET_receptor_3	CPI-SC03B346136	0.001	0.0	0.003	0.001	0.0	0.0
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.004	0.001	0.0	0.015	0.076	0.056
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.004	0.001	0.0	0.015	0.076	0.056
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	0.03	0.032	0.045	0.063	1.717	2.284
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	0.03	0.032	0.045	0.063	1.717	2.284
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC06C75F978	0.03	0.032	0.045	0.063	1.717	2.284
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	0.03	0.032	0.045	0.063	1.717	2.284
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC07863BB7C	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC0162A6735	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC0463F13C5	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC02040C23F	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC083C897C9	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC09512F4D8	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC081518F41	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC043575EF7	0.0	0.001	0.003	0.001	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-SC08FDE0757	0.0	0.001	0.003	0.001	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.051	0.043	0.096	0.079	0.027	0.022
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.051	0.043	0.096	0.079	0.027	0.022
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.043	0.049	0.096	0.074	0.031	0.02
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.043	0.049	0.096	0.074	0.031	0.02
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.078	0.074	0.096	0.148	0.152	0.158
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.032	0.033	0.01	0.057	0.362	0.392
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	0.032	0.033	0.01	0.057	0.362	0.392
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.032	0.033	0.01	0.057	0.362	0.392
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.051	0.043	0.096	0.079	0.027	0.022
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.051	0.043	0.096	0.079	0.027	0.022
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.043	0.049	0.096	0.074	0.031	0.02
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.043	0.049	0.096	0.074	0.031	0.02
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.078	0.074	0.096	0.148	0.152	0.158
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.032	0.033	0.01	0.057	0.362	0.392
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	0.032	0.033	0.01	0.057	0.362	0.392
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.032	0.033	0.01	0.057	0.362	0.392
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.032	0.033	0.01	0.057	0.052	0.033
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.032	0.033	0.01	0.057	0.052	0.033
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.032	0.033	0.01	0.057	0.052	0.033
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.032	0.033	0.01	0.057	0.052	0.033
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.032	0.033	0.01	0.057	0.052	0.033
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.032	0.033	0.01	0.057	0.052	0.033
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	0.03	0.032	0.045	0.063	1.717	2.284
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	0.03	0.032	0.045	0.063	1.717	2.284
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC06C75F978	0.03	0.032	0.045	0.063	1.717	2.284
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	0.03	0.032	0.045	0.063	1.717	2.284
AKR1D1	P51857	True	AK1D1_HUMAN	Testosterone_byAKR1D1	CPI-SC0FC822E8D	0.0	0.001	0.0	0.001	0.0	0.0
HSD17B12	Q53GQ0	True	DHB12_HUMAN	Testosterone_byHSD17B12	CPI-SC09F8C9859	0.654	0.51	0.386	0.479	0.316	0.306
HSD17B3	P37058	True	DHB3_HUMAN	Testosterone_byHSD17B3	CPI-SC0F0F8F51F	0.005	0.003	0.001	0.004	0.001	0.0
TBXAS1	P24557	True	THAS_HUMAN	ThromboxaneA2_byTBXAS1	CPI-SC0236D0574	0.02	0.014	0.019	0.048	0.716	0.802
IFNGR1	P15260	True	INGR1_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.194	0.254	0.162	0.275	0.797	0.77
IFNGR2	P38484	True	INGR2_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	0.194	0.254	0.162	0.275	0.797	0.77
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC02A19FC2F	0.171	0.116	0.16	0.195	0.191	0.137
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC06DAFCB1D	0.171	0.116	0.16	0.195	0.191	0.137
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC02A19FC2F	0.171	0.116	0.16	0.195	0.191	0.137
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC06DAFCB1D	0.171	0.116	0.16	0.195	0.191	0.137
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-SC0A1E8C5F6	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08F908F82	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0C0E5D3E6	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08CA59D0F	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC054A62E24	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065EAD131	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0C253E5C0	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08689D69E	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0DACB3814	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01013C167	0.033	0.006	0.003	0.048	0.201	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-SC0AD976083	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC026C4A350	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC006FA0683	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC07740C2C7	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0033B8550	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7305040	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC04D4A2639	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03471D12E	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0EE65B390	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B0EE8B92	0.004	0.004	0.002	0.004	0.007	0.004
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-SC061B08F44	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC019B04ACA	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC034CDFF5A	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03D29A57A	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC02DA10AF1	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC08FFD9783	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0DB92A7C7	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F4523A8	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D18F107A	0.004	0.003	0.003	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07EB70E9C	0.004	0.003	0.003	0.003	0.001	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E03C13D1	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA90A03B	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A7864078	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0756B421F	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B991F6B1	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC050CC3A3F	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC05590EDD3	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0DA063880	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC068FFC547	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0F1833AC0	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC030087D4F	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CC8A2F79	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4F620A6	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B6D93CD4	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0BFDE14E9	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E9AA9087	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A18569E5	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA500B63	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC076898564	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0EC720659	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0F393B830	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	0.034	0.02	0.039	0.02	0.005	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0EDDBD0FB	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A5E87289	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C061DC28	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C351F7DF	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AE4F5BAB	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC075489ADB	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC09AE93F66	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06F3DDF90	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FB1817EE	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C5B4E222	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC044916391	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06DCE672A	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E8C3A996	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08821B0D2	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0CC30CEC0	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D0BFC9F7	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC04FF0CDA1	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC044B5BE16	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BCE0B954	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0755F1632	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FAC9844A	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08F17FB3E	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC037038602	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0519DE925	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC092A2325E	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01633DC81	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01539071B	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC086D7EC73	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C155763A	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E09C8768	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0B09B811A	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E40282DA	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC093DFA335	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FC6454F5	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ED6B05	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08885876E	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C1E494D6	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A3722F1F	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BB8BF2C5	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D3C68BD6	0.007	0.004	0.002	0.004	0.002	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0D3870098	0.011	0.008	0.012	0.042	0.036	0.003
